Libellé rayon;Libellé thème;Libellé famille;Libellé sous famille;Produit;Libellé couleurs;PVB;SPRING / SUMMER;Puissance produit;Champs UVS Statut de collection;Prix (selon famille);Iconique;Type saison;Segment
PAP FEMME;JERSEY;TUNISIEN;COTON;Référence_266;GRIS CHINE;105;SPRING;BEST;SAISONNIER;MEDIUM;NON;MID-SEASON;CASUAL
PAP FEMME;JERSEY;TUNISIEN;COTON;Référence_267;BLANC;115;SPRING;MEDIUM;PERMANENT;HIGH;OUI;MID-SEASON;CASUAL
PAP FEMME;JERSEY;TUNISIEN;COTON;Référence_267;NOIR;115;SPRING;SLOW;PERMANENT;HIGH;OUI;MID-SEASON;CASUAL
PAP FEMME;JERSEY;TUNISIEN;COTON;Référence_268;NOIR;115;SPRING;MEDIUM;SAISONNIER;HIGH;NON;MID-SEASON;CASUAL
PAP FEMME;JERSEY;TUNISIEN;LIN;Référence_269;BLANC;120;SUMMER;BEST;SAISONNIER;HIGH;NON;MID-SEASON;CASUAL
PAP FEMME;JERSEY;TUNISIEN;MODAL;Référence_270;BEBE;120;SPRING;BEST;SAISONNIER;HIGH;OUI;MID-SEASON;CASUAL
PAP FEMME;JERSEY;TUNISIEN;MODAL;Référence_270;GRIS CHINE;120;SPRING;MEDIUM;NINI;HIGH;OUI;MID-SEASON;CASUAL
PAP FEMME;JERSEY;TUNISIEN;MODAL;Référence_271;GRIS CHINE;125;SPRING;SLOW;NINI;HIGH;OUI;MID-SEASON;CASUAL
PAP FEMME;CHAINETRAME;VESTE;COTON;Référence_272;OLIVE;295;SUMMER;MEDIUM;SAISONNIER;LOW;NON;SUMMER;CASUAL
PAP FEMME;CHAINETRAME;VESTE;LAINE;Référence_273;MARINE;320;SPRING;SLOW;SAISONNIER;LOW;NON;SUMMER;FASHION
PAP FEMME;CHAINETRAME;VESTE;POLYESTER;Référence_274;NOIR;360;SPRING;BEST;SAISONNIER;LOW;OUI;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;VESTE;LIN / COTON;Référence_275;SABLE;365;SUMMER;BEST;SAISONNIER;LOW;OUI;SUMMER;DAYWEAR
PAP FEMME;CHAINETRAME;VESTE;LAINE;Référence_276;NOIR;380;SPRING;MEDIUM;SAISONNIER;LOW;OUI;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;VESTE;LIN / COTON;Référence_277;JUDO;395;SUMMER;BEST;SAISONNIER;LOW;OUI;SUMMER;DAYWEAR
PAP FEMME;CHAINETRAME;VESTE;LAINE;Référence_278;GRIS;410;SPRING;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;VESTE;POLYESTER;Référence_279;MARINE;425;SPRING;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;VESTE;ACRYLIC MELANGE;Référence_280;ECRU;425;SUMMER;BEST;SAISONNIER;MEDIUM;NON;SUMMER;DAYWEAR
PAP FEMME;CHAINETRAME;VESTE;;Référence_281;BEIGE;430;;Spécifique;SAISONNIER;MEDIUM;NON;SUMMER;FASHION
PAP FEMME;CHAINETRAME;VESTE;LAINE;Référence_282;NOIR;435;SPRING;BEST;SAISONNIER;MEDIUM;OUI;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;VESTE;VISCOSE;Référence_283;JAPON;455;SPRING;SLOW;SAISONNIER;MEDIUM;NON;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;VESTE;VISCOSE;Référence_283;NOIR;455;SPRING;BEST;SAISONNIER;MEDIUM;NON;MID-SEASON;DAYWEAR
PAP FEMME;CHAINETRAME;VESTE;VISCOSE;Référence_284;LAVANDE;455;SUMMER;SLOW;SAISONNIER;MEDIUM;NON;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;VESTE;LAINE;Référence_285;JUDO;495;SPRING;BEST;SAISONNIER;MEDIUM;NON;SUMMER;DAYWEAR
PAP FEMME;CHAINETRAME;VESTE;ACETATE;Référence_286;KLEIN;495;SPRING;MEDIUM;SAISONNIER;MEDIUM;OUI;MID-SEASON;FASHION
PAP FEMME;CHAINETRAME;VESTE;POLYESTER;Référence_287;SILVER;665;SUMMER;SLOW;SAISONNIER;HIGH;OUI;MID-SEASON;FASHION
